stt,tp,c1,c2a1,c2a2,c2a3,c2a4,c2a5,c2a6,c2a7,c2a8,c2a9,c2b1,c2b2,c2b3,c2c1,c2c2,c2c3,c2c4,c2c5,c2c6,c2d1,c2d2,c2d3,c2d4,c2d5,c2d6,c3,c4.1,c4.2,c5.1,c5.2,c6.1,c6.2,c7,c8,c10,c11.1,c11.2,c12,c13,c14,c15,c16.1,c16.2,c16.3,c16.4,c16.5,c16.6,c16.7,c16.8,c16.9,c16.10,c16.11,c17.1,c17.2,c17.3,c17.4,c17.5,c18,c19.1,c19.2,c19.3,c20.1,c20.2,c20.3,c21,c22.1,c22.2,c22.3,c23a,c23b,c24a,c24b,c25,c26.1,c26.2,c26.3,c27,c28,c29a1,c29a2,c29a3,c29a4,c29a5,c29a6,c29a7,c29b1,c29b2,c29b3,c29b4,c29b5,c29b6,c29c,c30a1,c30a2,c30a3,c30a4,c30a5,c30b1,c30b2,c30b3,c30b4,c30c1,c30c2,c30c3,c30c4,c30c5,c30d1,c30d2,c31.1,c31.2,c32.a1,c32.a2,c32.a3,c32.b1,c32.b2,c32.b3,c33.1,c33.2,c33.3,c34.1,c34.2,c34.3,c35.1,c35.2,c35.3,c36.1,c36.2,c36.3,c36.4,c36.5,c36.6,c36.7,c36.8,c36.9,c36.10,c36.11,c36.12,c37.1,c37.2,c37.3,c37.4,c37.5,tuoi,sonk,gtinh,tncn,tngd,hocvan,nghe,W.TP,hocvan4n
334,2,3,7,12,18, , , , , , ,7, , ,7,12,18, , , ,3,3,3, , , ,5,1, ,1, ,2,2,1, ,2, , ,1,4,1,2,10,15, , , , , , , , , ,10,15, , , ,8,1,3,2,2,3, ,2,3, , ,5,2, , ,4, , , ,1,4,2,3,3,4,4,3,3,4,3,5,4,5,5,4,10, , , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,3, , ,7,7,7,6,7,7,7,7,7,7,4,7,4,9,13,17, ,21,7,1,1,1,4,10,1.33,3
335,2,3,3,7,12,13,16,18, , , ,12,13,18,18, , , , , ,3, , , , , ,3,1, ,3, ,2,2,1, ,2, , ,1,3,2,2,6,7,8,10,17,18,19, , , , ,8,18, , , ,19,1,2,3,3, , ,1,1,3, ,2,2, , ,4, , , ,4,4,5,8,4,3,3,3,3,3,3,3,3,3,3,4,8,19, , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,3, , ,5,5,5,5,7,7,7,7,7,7,7,7,3,6,7,8,9,22,6,2,2,2,3,3,1.33,2
336,2,4,7,9,12,13,14,18, , , ,7,9,18,7,9,18, , , ,2,2,2, , , ,5,2, ,3, ,1,1,1, ,2, , ,5,2,1,1,5,7,10,15,17, , , , , , ,7,10,17, , ,17,1,2,3,2, , ,2,1,3,5,5,5, , ,2,1,2,5,2,4,3,3,3,2,8,3,8,4,3,3,3,4,3,3,21, , , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,3,3, ,3, , ,3, , ,5,7,6,7,7,6,7,7,7,7,5,4,1,7,13,19,22,43,7,2,2,1,3,1,1.33,2
337,2,4,7,12,16,18, , , , , ,7,18, ,7,18, , , , ,4,1, , , , ,4,1,2,3, ,2,2,1, ,2, , ,2,5,2,2,6,8,9,10,14,15, , , , , ,8,14,15, , ,21,2,1,3,2,4, ,2,1,3, ,4,4, , ,2,2, , ,1,4,4,2,5,5,4,2,4,5,4,5,4,4,4,4,21, , , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,5, , ,1, , ,5, , ,6,7,6,4,7,5,7,7,7,7,7,2,1,3,20,22, ,42,4,1,2,1,2,3,1.33,1
338,2,3,7,12,13,18, , , , , ,7,13, ,7,12,13,18, , ,1,1,1,1, , ,3,1, ,3, ,2,2,1, ,2, , ,1,4,2,2,5,6,7,8,9,10,17,18, , , ,10,18, , , ,18,1,3,2,1,2, ,1,1,3, ,2,2, , ,4, , , ,4,3,3,2,3,3,4,3,8,3,4,4,4,2,4,3,5,17, , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , , , , , , , ,6,6,5,7,7,7,7,7,7,7,5,6,1,3,9,17,22,21,8,2,1,3,4,10,1.33,3
339,2,3,12,13,14, , , , , , ,14, , ,12,13,14, , , ,3,3,3, , , ,2,1, ,3, ,2,2,1, ,2, , ,1,2,2,2,4,5,6,8,10,11,17,19, , , ,5,17, , , ,19,1,3,2,2, , ,2,3, , ,2,2, , ,2,1, , ,3,3,4,3,4,2,5,3,3,4,4,5,4,3,4,4,9, , , , ,21, , , ,19, , , , ,21, , , ,4, , ,4, , , , , ,3, , ,4, , ,5,7,6,7,7,7,7,7,7,7,7,6,3, ,9,11,17,20,4,2,1,2,3,14,1.33,2
340,2,3,12,13,14,16,18, , , , ,12,13,18,12,13,14,18, , ,3,3,3,3, , ,3,1, ,3, ,2,2,1, ,2, , ,2,3,2,2,2,5,7,9,10,14,18,20, , , ,5,8,15, , ,8,1,3,2,2, , ,1,4, , ,3,2, , ,2,3, , ,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,5,6,7, , ,21, , , ,18, , , , ,21, , , ,3, , , , , ,3, , ,3, , ,3, , ,4,7,7,7,6,6,6, ,4,7,5,5,1,3,5,7,15,19,4,2,3,3,4,10,1.33,3
341,2,4,2,3,4,7,9,11,12,16,18,7,9,19,7,9,19, , , ,4,4,4, , , ,5,1, ,1, ,1,1,2,5,2, , ,2,5,2,1,3,8,10,13,15, , , , , , ,8,10,15, , ,13,1,3,2,2,3, ,3,6, , ,5,5, , ,2,2, , ,8,1,5,5,8,5,5,8,5,4,5,5,4,4,8,5,2,10,15, , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,5,5, , , , , , , ,7,7,7,7,7,5,7,7,4,7,7,4,3,6,9,14,21,55,5,1,3,3,5,13,1.33,4
342,2,3,9,12,18, , , , , , ,18, , ,9,12,18, , , ,3,3,3, , , ,3,1, ,3, ,1,1,1, ,2, , ,2,2,2,1,5,6,8,10,11,17, , , , , ,10,11, , , ,17,1,3,2,2, , ,3,1, , ,3,3, , ,3,1, , ,6,3,8,4,2,8,8,8,8,3,3,4,4,2,4,3,8,18, , , ,21, , , ,21, , , , ,21, , , ,3, , ,3, , ,3, , ,3, , ,3, , ,7,4,5,7,7,7,7,7,7,7,7,3,1,3,7,13,14,32,8,1,3,4,2,8,1.33,1
343,2,3,2,7,16,18,19, , , , ,18, , ,18, , , , , ,4, , , , , ,3,3, ,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,7,7,7,7,5,7,7,7,6,1,2,3,17, ,28,3,1,2,1,3,7,1.33,2
344,2,3,8,13,18, , , , , , ,13, , ,8,13,18, , , ,3,3,3, , , ,10,3,4,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,1,7,7,7,7,7,5,5,6,7,1,3,7,13,22,19,10,2,3,5,3,7,1.33,2
345,2,3,7,18, , , , , , , ,7,18, ,7,18, , , , ,4,4, , , , ,3,3, ,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,7,7,5,7,7,7,7,4,6,3,13,19, , ,42,4,2,3,2,3,7,1.33,2
346,2,3,7,16,18, , , , , , ,16,18, ,7,16,18, , , ,1,1,1, , , ,3,1,2,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,4,7,7,7,7,7,7,7,4,5,1,3,14,23, ,35,4,1,3,1,3,14,1.33,2
347,2,3,4,9,13,19, , , , , ,9,13, ,4,9,13,19, , ,1,1,1,1, , ,5,3, ,3, ,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,4,5,7,5,6,6,5,6,5,4,2,3,9, , ,20,6,2,3,2,2,7,1.33,1
348,2,3,2,7,16,18, , , , , ,18, , ,7,18, , , , ,3,3, , , , ,5,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,7,7,7,7,7,7,7,6,5,1,3,13,17, ,38,9,1,3,4,2,14,1.33,1
349,2,3,9,16,18, , , , , , ,9, , ,9, , , , , ,1, , , , , ,4,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,6,7,7,7,7,7,7,7,7,5,3,4,7,10,15,32,4,2,2,1,3,2,1.33,2
350,2,4,7,9,15,16,18, , , , ,7,16, ,7,9,18,19, , ,4,4,4,4, , ,3,1, ,3, ,1,1,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,3,6,7,5,7,6,7,7,7,7,7,11,14,19,22,26,3,2,1,3,3,14,1.33,2
351,2,3,13,15,16,18, , , , , ,18,19, ,13,18, , , , ,1,1, , , , ,2,2, ,3, ,3,3,2,4,2, , ,1,2,2,3,1,3,6,8,18,19, , , , , ,8,18,19, , ,19,1,3,2,1,2, ,1,5, , , , , , ,2,2, , ,8,1,3,4,2,3,5,3,8,2,4,3,4,8,2,3,8,11,18, , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,3, , ,3, , ,4,7,7,7,7,7,7,7,7,7,7,3,2,3,13,21, ,25,4,1,2,2,3,14,1.33,2
352,2,3,7,18, , , , , , , ,7,18, ,7,18, , , , ,3,3, , , , ,3,1, ,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,7,7,7,7,7,6,7,7,4,7,3,7,13,17, ,21,4,1,3,2,2,14,1.33,1
353,2,3,6,13,18, , , , , , ,6,13,18,6,13,18, , , ,3,3,3, , , ,5,1, ,3, ,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,4,5,7,3,5,1,3,12,13,21,27,6,1,2,2,3,8,1.33,2
354,2,4,7,9,12,13,14,18, , , ,9,12,13,7,9,12,13,14, ,1,1,2,2,2, ,7,1, ,3, ,1,1,1, ,2, , ,4,1,1,1,5,9,17, , , , , , , , ,5,6, , , ,21,2,1,3,1,2, ,1,1,5, ,4,4, , ,4, , , ,2,3,3,4,3,2,3,3,3,3,4,3,4,3,3,3,21, , , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,8, , ,7,6,5,7,7,6,7,6,7,7,6,5,3,4,6,7,11,25,7,2,2,3,3,14,1.33,2
355,2,4,7,9,12,16,18, , , , ,9,16,18,7,9,12,16,18, ,1,1,3,1,1, ,3,2, ,3, ,2,2,1, ,2, , ,2,3,1,1,11,13,15, , , , , , , , ,13, , , , ,21,1,2,3,1,2, ,1,2,3, ,2,2, , ,3,1, , ,3,4,3,4,3,3,4,3,4,4,3,3,4,3,3,3,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,6,7,6,7,7,5,7,7,7,7,5,3,1,3,7,13,15,53,7,1,4,5,3,6,1.33,2
356,2,3,2,7,9,12,14,16, , , ,9,12, ,9,12,14,16, , ,1,1,1,1, , ,10,1,3,3,4,2,2,2,6,2, , ,4,3,3,2,6,7,13,14,17, , , , , , ,6,7, , , ,21,1,2,3,2,4, ,1,1,2, ,5,5, , ,3,1, , ,1,4,4,8,5,8,5,4,3,4,4,5,4,4,5,4,4,14, , , ,21, , , ,21, , , , ,21, , , ,4, , , , , , , , ,1, , ,4, , ,3,1,1,7,7,6,7,5,7,6,7,3,1,3,7,19,22,32,13,2,2,1,3,3,1.33,2
357,2,4,4,7,12,18, , , , , ,4,12, ,4,7,12,18, , ,3,3,3,3, , ,2,2, ,1,4,4,4,1, ,2, , ,1,2,1,2,4,7, , , , , , , , , ,13,15, , , ,21,1,2,3,2, , ,2,1,2, , , , , ,4, , , ,1,1,8,2,3,3,3,3,3,3,3,3,4,4,3,3,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,5,7,6,7,7,6,7,7,7,7,7,6,1,3,7,17, ,35,4,1,3,2,3,5,1.33,2
358,2,4,7,9,12,14,18, , , , ,9,12,14,9,12,14,18, , ,3,3,3,3, , ,2,1, ,3, ,2,2,1, ,2, , ,1,3,3,2,2,5,7,8,9,11,14,17, , , ,7,11,17, , ,21,2,1,3,2, , ,2,6, , ,1,1, , ,2,1,5, ,1,5,2,3,4,3,3,3,3,3,4,4,4,3,4,3,4,14, , , ,3,18,19, ,21, , , , ,21, , , ,1,3, ,1,3, ,4,4, , , , , , , ,3,7,6,7,7,2,7,6,7,5,6,1,1,2,3,7,10,33,3,2,3,3,3,14,1.33,2
359,2,3,9,12, , , , , , , ,9, , ,9,12, , , , ,3,3, , , , ,4,1, ,3, ,3,3,2,6,2, , ,2,3,3,2,4,6,7,9, , , , , , , ,9, , , , ,21,1,3,2,1,3, ,3,1,2, ,2,2, , ,2,5, , ,4,4,4,3,5,3,3,3,2,4,4,4,4,3,8,4,9, , , , ,2, , , ,21, , , , ,21, , , ,3, , , , , ,4, , , , , , , , ,4,7,7,7,7,6,7,7,6,7,6,4,3,9,20, , ,21,4,2,2,2,4,10,1.33,3
360,2,4,7,12,18, , , , , , ,7,12, ,7,12,18, , , ,3,3,3, , , ,2,1,2,1,4,1,1,1, ,2, , ,1,2,1,1,2,14, , , , , , , , , ,14, , , , ,21,1,3,2,3, , ,2,1,3, ,1,1, , ,1,1,2, ,4,4,4,3,5,3,4,4,4,5,4,5,4,4,4,4,14, , , , ,12,20, , ,21, , , , ,21, , , ,1, , ,1, , ,4, , ,1, , ,4, , ,7,7,3,7,7,7,7,7,7,7,7,7,3,7,13,15,18,40,3,1,4,3,5,2,1.33,4
361,2,3,6,7,16,18, , , , , ,6,7,16,6,7,16,18, , ,3,3,3,3, , ,3,1, ,1,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,5,6,7,7,7,6,6,6,5,5,1,3, , , ,48,11,2,3,3,2,8,1.33,1
362,2,4,2,3,4,7,16,18, , , ,18, , ,2,3,7,18, , ,1,1,1,1, , ,3,1, ,4, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,6,7,6,7,6,7,7,5,4,1,3,6,13,16,46,6,2,3,3,5,1,1.33,4
363,2,3,2,7,9,13,16, , , , ,16, , ,2,7,9,13,16, ,1,1,3,3,3, ,4,1,2,3,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,7,7,7,6,6,6,2,1,7,13,14,17,32,4,2,3,3,5,5,1.33,4
364,2,4,2,6,7, , , , , , ,2,6,7,2,7, , , , ,1,1, , , , ,5,1,2,2,4,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,6,7,7,5,7,6,7,7,6,5,1,3,17, , ,46,5,1,5,4,3,3,1.33,2
365,2,3,7,9,18, , , , , , ,7, , ,7,9, , , , ,1,2, , , , ,4,1,2,3, ,1,1,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,7,6,7,7,7,6,6,5,1,4,15,16,22,26,5,2,2,2,5,3,1.33,4
366,2,3,2,4,7,16,18,19, , , ,2,7,16,2,4,7,16,19, ,1,1,1,1,1, ,4,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,4,4,7,6,7,6,7,7,7,6,1,3,4,7,9,39,4,2,3,3,3,7,1.33,2
367,2,3,4,6,7,12,13,18, , , ,7,12,13,4,7,13, , , ,3,3,3, , , ,5,1, ,3,4,2,2,1, ,2, , ,1,1,2,2,4,5,6,7,9,17,18,19, , , ,17,18, , , ,5,1,3,2,1,2,3,2,1,3,5,5,0, , ,1,3, , ,3,4,3,3,4,3,4,3,4,8,3,4,3,3,4,5,5,7,11, , ,21, , , ,21, , , , ,21, , , ,1,3, ,1,3, ,3,3, ,1, , ,4, , ,2,7,5,5,5,6,7,6,2,4,5,7,3,5,7,19,22,24,6,2,2,2,4,10,1.33,3
368,2,3,2,4,7,12,16,18, , , ,7,12,18,2,4,7,12,18, ,3,3,3,3,3, ,3,1,4,3,4,2,2,1, ,2, , ,2,4,2,2,4,8,9,10,13,15,17, , , , ,8,9,13,17, ,13,1,2,3,2,3, ,2,1,5, ,3,2, , ,4, , , ,3,4,3,4,5,4,4,5,3,3,3,4,5,8,3,5,4,8,10, , ,21, , , ,19, , , , ,21, , , ,4, , ,4, , , , , ,1,3, ,3,3, ,4,7,6,6,6,7,7,7,7,6,5,4,1,3,5,9,12,23,6,1,1,3,4,10,1.33,3
369,2,3,7,12,13,16,18, , , , ,7,12,18,7,12,18,19, , ,1,1,1,1, , ,6,1, ,3, ,2,2,1, ,2, , ,6,3,2,2,3,6,7,9,13,15,18,20, , , ,5,7,8, , ,21,1,3,2,1,2,3,2,1,3,5,6,4, , ,2,1, , ,1,1,8,8,8,8,8,8,8,3,4,5,4,8,4,3,21, , , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,4, , ,4,7,4,7,7,7,7,7,7,7,7,5,1,3,7,20,22,35,6,2,3,2,3,14,1.33,2
370,2,3,4,6,7,12,13,14,15,18, ,6,12,18,4,6,7,12,13, ,3,3,3,1,3, ,6,1,2,1,3,2,2,1, ,3, , ,3,2,1,2,2,4,5,6,7,10,13,14, , , ,2,5,10,15, ,15,1,3,2,2,3, ,1,1,2,4,6,6,25,25,2,1,2,3,2,4,4,3,4,4,4,4,3,4,5,5,5,8,5,4,2,5,11, , ,21, , , ,21, , , , ,21, , , ,1,3, ,1,3, ,4,4, ,1, , ,4, , ,6,6,7,7,7,4,7,7,7,7,7,3,1,3,19,22, ,40,9,1,3,2,3,3,1.33,2
371,2,3,4,6,7,12,15,16,18, , ,4,12,16,4,6,7,12,15, ,1,1,1,1,1, ,7,1,2,1,3,2,2,1, ,3, , ,4,3,1,2,2,3,6,17, , , , , , , ,2,6,17, , ,19,2,1,3,2,3, ,1,1,2, ,4,4, , ,4, , , ,1,4,4,4,5,3,4,4,4,5,5,4,5,4,5,4,2,9,18, , ,21, , , ,21, , , , ,21, , , ,1,2,3,1,2,3,3,3,4,1, , ,3, , ,7,7,5,7,7,4,7,6,7,7,7,7,1,3,4,7,10,32,12,1,3,4,3,3,1.33,2
372,2,3,7,9,13,18, , , , , ,7,9, ,7,9,13,18, , ,3,3,3,4, , ,5,1, ,3, ,4,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,6,5,7,7,7,6,7,6,4,5,1,4,10,13,17,35,5,1,2,2,2,9,1.33,1
373,2,3,7,9,11,12,18, , , , ,7, , ,7,9, , , , ,2,2, , , , ,3,4, ,1,3,2,4,1, ,2, , ,2,4,3,2,3,6,8,9,13,15,19, , , , ,3,8,15, , ,19,1,3,2,2,3, ,2,3, , ,5,3, , ,2,2, , ,2,4,8,4,4,3,4,3,4,4,3,3,4,8,4,3,1,3,5, , ,10,12,14, ,18, , , , ,21, , , , , , , , , , , , , , , , , , ,5,6,4,5,7,7,7,5,5,4,7,5,1,2,14, , ,23,5,1,1,1,4,13,1.33,3
374,2,3,3,4,7,9,12,13,18, , ,7,19, ,3,4,7,9,12, ,3,3,3,3,3, ,4,1,2,3, ,3,3,1, ,2, , ,3,3,2,3,4,6,8,9, , , , , , , ,4,9, , , ,21,2,3,1,1,2,3,2,1,3,4,3,3,1,1,4, , , ,1,5,5,3,4,3,5,3,3,5,2,3,5,3,5,4,9, , , , ,21, , , ,4, , , , ,21, , , , , , , , , , , , , , , , , , ,3,7,6,7,7,4,7,7,7,7,7,4,3,4,9,11,13,37,4,1,4,3,5,1,1.33,4
375,2,3,6,9,12,13, , , , , ,6,9,13,6,9,12,13, , ,3,3,3,3, , ,4,1, ,3, ,3,3,1, ,2, , ,2,3,2,3,5,6,8,11,17, , , , , , ,5,11, , , ,19,1,3,2,1,2, ,1,1,5, ,3,3,5,5,2,1,4, ,1,4,4,8,4,3,4,5,8,4,5,4,4,3,3,4,5,8, , , ,21, , , ,5,8, , , ,21, , , ,1,3, , , , ,4,4, ,1, , ,3, , ,7,7,7,7,7,7,7,7,7,7,5,5,1,3,7,13,20,27,7,2,3,3,3,7,1.33,2
376,2,4,4,6,7,13,15, , , , ,7,15, ,4,6,7,13,15, ,3,3,3,3,1, ,4,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,7,4,7,4,7,7,6,7,6,5,1,3,6,9,16,20,4,2,2,1,3,3,1.33,2
377,2,3,2,6,7,15,16,18, , , ,7,16, ,2,6,7,15,16, ,3,3,3,3,4, ,3,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,6,6,4,7,7,7,7,5,5,3,7,9,12,17,24,3,1,2,2,3,3,1.33,2
378,2,3,7,8,18, , , , , , ,8,19, ,7,8,18,19, , ,3,3,3,3, , ,2,1, ,3, ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,2,4,3,7,7,5,7,5,3,1,1,3,4,7,19,42,4,2,2,2,2,7,1.33,1
379,2,3,7,9,16,17,18, , , , ,9, , ,7,9,16,17,18, ,1,1,1,1,1, ,2,3, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,6,6,7,7,7,7,7,7,6,7,1,3,7,14,15,54,2,1,3,2,5,6,1.33,4
380,2,3,7,18, , , , , , , ,7,18, ,7,18, , , , ,3,3, , , , ,1,1, ,3,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,3,3,7,7,4,7,7,7,7,6,3,1,2,3,18,19,36,4,1,2,2,2,8,1.33,1
381,2,3,8,16,18, , , , , , ,8,16,18,8,16, , , , ,1,1, , , , ,5,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,7,7,3,7,6,7,7,7,1,1,3,13,19,22,43,5,2,2,1,2,14,1.33,1
382,2,3,18,19, , , , , , , ,18,19, ,18,19, , , , ,1,1, , , , ,2,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,7,7,7,4,4,7,7,7,5,1,3,4, , ,41,3,2,2,2,2,14,1.33,1
383,2,3,18, , , , , , , , ,18, , ,18, , , , , ,3, , , , , ,1,1, ,3,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,4,7,6,6,7,5,5,6,5,5,3,12, , , ,32,3,1,3,2,2,9,1.33,1
384,2,4,4,7,12,16, , , , , ,7,12,16,4,7,12,16, , ,1,1,3,1, , ,6,1,2,1,4,1,1,1, ,2, , ,4,3,3,1,5,13,15, , , , , , , , ,5,13,15, , ,21,1,2,3,1,2, ,1,1,3, ,4,4,20,20,1,1,2, ,1,4,3,3,4,4,3,3,3,4,4,3,4,3,3,3,21, , , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,4,8,8,1,2, ,4,4,8,3,7,3,7,7,6,7,7,6,7,6,5,3,7,13,17,21,55,6,1,3,3,5,13,1.33,4
385,2,3,7,9,12, , , , , , ,7,9,12,7,9,12, , , ,3,3,3, , , ,3,1,2,1,4,1,1,1, ,2, , ,2,3,2,3,3,4,5, , , , , , , , ,3,4,5, , ,21,1,2,3,3, , ,3,5, , ,2,2, , ,4, , , ,2,4,3,3,4,4,4,4,3,3,4,4,4,3,3,4,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , ,8,8,8, , , , , , ,6,7,5,6,7,4,7,5,7,5,5,5,1,3,4,13,15,35,5,2,3,3,3,2,1.33,2
386,2,3,7,13,16, , , , , , ,7, , ,7, , , , , ,3, , , , , ,8,1, ,3, ,3,3,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,4,6,3,5,6,5,7,4,4,14, , , , ,18,8,1,2,3,2,8,1.33,1
